7.470000000e+02 1.029298126e-10 3.459899839e-12
7.471200000e+02 1.028947277e-10 3.459193181e-12
7.472400000e+02 1.028596430e-10 3.458486216e-12
7.473600000e+02 1.028246128e-10 3.457780764e-12
7.474800000e+02 1.027895936e-10 3.457064381e-12
7.476000000e+02 1.027545640e-10 3.456358319e-12
7.477200000e+02 1.027195996e-10 3.455643155e-12
7.478400000e+02 1.026846248e-10 3.454938305e-12
7.479600000e+02 1.026496503e-10 3.454233148e-12
7.480800000e+02 1.026146868e-10 3.453517078e-12
7.482000000e+02 1.025797671e-10 3.452813135e-12
7.483200000e+02 1.025448478e-10 3.452108885e-12
7.484400000e+02 1.025099288e-10 3.451404330e-12
7.485600000e+02 1.024750206e-10 3.450688875e-12
7.486800000e+02 1.024401564e-10 3.449985535e-12
7.488000000e+02 1.024052382e-10 3.449280064e-12
7.489200000e+02 1.023704288e-10 3.448577938e-12
7.490400000e+02 1.023355760e-10 3.447863102e-12
7.491600000e+02 1.023007672e-10 3.447160368e-12
7.492800000e+02 1.022659587e-10 3.446457328e-12
7.494000000e+02 1.022311504e-10 3.445753984e-12
7.495200000e+02 1.021963531e-10 3.445039769e-12
7.496400000e+02 1.021615996e-10 3.444337644e-12
7.497600000e+02 1.021268465e-10 3.443635214e-12
7.498800000e+02 1.020920937e-10 3.442932479e-12
7.500000000e+02 1.020573517e-10 3.442218889e-12
7.501200000e+02 1.020226536e-10 3.441517375e-12
7.502400000e+02 1.019879559e-10 3.440815557e-12
7.503600000e+02 1.019532585e-10 3.440113435e-12
7.504800000e+02 1.019186155e-10 3.439412836e-12
7.506000000e+02 1.018839729e-10 3.438711934e-12
7.507200000e+02 1.018493306e-10 3.438010728e-12
7.508400000e+02 1.018146991e-10 3.437298692e-12
7.509600000e+02 1.017800573e-10 3.436596882e-12
7.510800000e+02 1.017454701e-10 3.435896597e-12
7.512000000e+02 1.017108832e-10 3.435196009e-12
7.513200000e+02 1.016763507e-10 3.434496947e-12
7.514400000e+02 1.016417644e-10 3.433795752e-12
7.515600000e+02 1.016072325e-10 3.433096084e-12
7.516800000e+02 1.015727010e-10 3.432396113e-12
7.518000000e+02 1.015381802e-10 3.431685342e-12
7.519200000e+02 1.015036930e-10 3.430997094e-12
7.520400000e+02 1.014692270e-10 3.430287556e-12
7.521600000e+02 1.014347509e-10 3.429588209e-12
7.522800000e+02 1.014002750e-10 3.428888559e-12
7.524000000e+02 1.013658536e-10 3.428190440e-12
7.525200000e+02 1.013314326e-10 3.427492018e-12
7.526400000e+02 1.012970118e-10 3.426793295e-12
7.527600000e+02 1.012625913e-10 3.426094269e-12
7.528800000e+02 1.012282253e-10 3.425396774e-12
7.530000000e+02 1.011938055e-10 3.424697145e-12
7.531200000e+02 1.011594943e-10 3.424000881e-12
7.532400000e+02 1.011251292e-10 3.423302482e-12
7.533600000e+02 1.010908186e-10 3.422605616e-12
7.534800000e+02 1.010564541e-10 3.421906614e-12
7.536000000e+02 1.010221983e-10 3.421210980e-12
7.537200000e+02 1.009878886e-10 3.420513210e-12
7.538400000e+02 1.009536334e-10 3.419816975e-12
7.539600000e+02 1.009193784e-10 3.419120439e-12
7.540800000e+02 1.008851134e-10 3.418434033e-12
7.542000000e+02 1.008508695e-10 3.417726465e-12
7.543200000e+02 1.008166697e-10 3.417030864e-12
7.544400000e+02 1.007824597e-10 3.416345382e-12
7.545600000e+02 1.007482605e-10 3.415649177e-12
7.546800000e+02 1.007140615e-10 3.414952672e-12
7.548000000e+02 1.006799171e-10 3.414257704e-12
7.549200000e+02 1.006457729e-10 3.413562436e-12
7.550400000e+02 1.006116290e-10 3.412866869e-12
7.551600000e+02 1.005775396e-10 3.412172839e-12
7.552800000e+02 1.005433964e-10 3.411476673e-12
7.554000000e+02 1.005092972e-10 3.410792437e-12
7.555200000e+02 1.004752087e-10 3.410097507e-12
7.556400000e+02 1.004411747e-10 3.409404117e-12
7.557600000e+02 1.004071410e-10 3.408710427e-12
7.558800000e+02 1.003730534e-10 3.408014600e-12
7.560000000e+02 1.003390744e-10 3.407322153e-12
7.561200000e+02 1.003050416e-10 3.406627568e-12
7.562400000e+02 1.002710529e-10 3.405944892e-12
