7.470000000e+02 1.459457682e-10 4.577966121e-11
7.471200000e+02 1.458978288e-10 4.577018833e-11
7.472400000e+02 1.458499346e-10 4.576072630e-11
7.473600000e+02 1.458020665e-10 4.575129427e-11
7.474800000e+02 1.457542200e-10 4.574184054e-11
7.476000000e+02 1.457063568e-10 4.573240342e-11
7.477200000e+02 1.456585581e-10 4.572295800e-11
7.478400000e+02 1.456107618e-10 4.571351005e-11
7.479600000e+02 1.455629489e-10 4.570407870e-11
7.480800000e+02 1.455152004e-10 4.569463907e-11
7.482000000e+02 1.454674778e-10 4.568522942e-11
7.483200000e+02 1.454197343e-10 4.567578473e-11
7.484400000e+02 1.453720169e-10 4.566637001e-11
7.485600000e+02 1.453243636e-10 4.565694704e-11
7.486800000e+02 1.452766939e-10 4.564754064e-11
7.488000000e+02 1.452290266e-10 4.563813171e-11
7.489200000e+02 1.451813810e-10 4.562870116e-11
7.490400000e+02 1.451337614e-10 4.561930056e-11
7.491600000e+02 1.450861870e-10 4.560991083e-11
7.492800000e+02 1.450386342e-10 4.560049950e-11
7.494000000e+02 1.449910648e-10 4.559110471e-11
7.495200000e+02 1.449434980e-10 4.558170739e-11
7.496400000e+02 1.448959763e-10 4.557232095e-11
7.497600000e+02 1.448484997e-10 4.556294538e-11
7.498800000e+02 1.448010021e-10 4.555353485e-11
7.500000000e+02 1.447535306e-10 4.554415424e-11
7.501200000e+02 1.447061042e-10 4.553478451e-11
7.502400000e+02 1.446586803e-10 4.552541226e-11
7.503600000e+02 1.446112590e-10 4.551603749e-11
7.504800000e+02 1.445638828e-10 4.550667360e-11
7.506000000e+02 1.445165091e-10 4.549730720e-11
7.507200000e+02 1.444691379e-10 4.548793828e-11
7.508400000e+02 1.444218118e-10 4.547858025e-11
7.509600000e+02 1.443745309e-10 4.546923312e-11
7.510800000e+02 1.443272099e-10 4.545987006e-11
7.512000000e+02 1.442799339e-10 4.545051790e-11
7.513200000e+02 1.442327031e-10 4.544117665e-11
7.514400000e+02 1.441854133e-10 4.543183842e-11
7.515600000e+02 1.441381875e-10 4.542249214e-11
7.516800000e+02 1.440910068e-10 4.541315676e-11
7.518000000e+02 1.440438286e-10 4.540381888e-11
7.519200000e+02 1.439966340e-10 4.539449743e-11
7.520400000e+02 1.439495035e-10 4.538516795e-11
7.521600000e+02 1.439023754e-10 4.537583596e-11
7.522800000e+02 1.438552735e-10 4.536653381e-11
7.524000000e+02 1.438081930e-10 4.535721024e-11
7.525200000e+02 1.437611151e-10 4.534788416e-11
7.526400000e+02 1.437140207e-10 4.533857448e-11
7.527600000e+02 1.436670330e-10 4.532927025e-11
7.528800000e+02 1.436199862e-10 4.531996899e-11
7.530000000e+02 1.435730034e-10 4.531065976e-11
7.531200000e+02 1.435260043e-10 4.530136691e-11
7.532400000e+02 1.434790265e-10 4.529205267e-11
7.533600000e+02 1.434320749e-10 4.528276825e-11
7.534800000e+02 1.433851684e-10 4.527349476e-11
7.536000000e+02 1.433382833e-10 4.526419990e-11
7.537200000e+02 1.432913818e-10 4.525492141e-11
7.538400000e+02 1.432444828e-10 4.524564040e-11
7.539600000e+02 1.431976478e-10 4.523635150e-11
7.540800000e+02 1.431507963e-10 4.522707894e-11
7.542000000e+02 1.431039900e-10 4.521781733e-11
7.543200000e+02 1.430571861e-10 4.520855322e-11
7.544400000e+02 1.430104036e-10 4.519926778e-11
7.545600000e+02 1.429636473e-10 4.519001213e-11
7.546800000e+02 1.429168935e-10 4.518075397e-11
7.548000000e+02 1.428701848e-10 4.517150678e-11
7.549200000e+02 1.428234785e-10 4.516225708e-11
7.550400000e+02 1.427767748e-10 4.515300490e-11
7.551600000e+02 1.427301161e-10 4.514376367e-11
7.552800000e+02 1.426834599e-10 4.513451995e-11
7.554000000e+02 1.426368062e-10 4.512527374e-11
7.555200000e+02 1.425901975e-10 4.511603850e-11
7.556400000e+02 1.425435913e-10 4.510680077e-11
7.557600000e+02 1.424970302e-10 4.509757401e-11
7.558800000e+02 1.424504715e-10 4.508834476e-11
7.560000000e+02 1.424039153e-10 4.507911303e-11
7.561200000e+02 1.423573855e-10 4.506991102e-11
7.562400000e+02 1.423108768e-10 4.506068778e-11
7.563600000e+02 1.422644132e-10 4.505147552e-11
7.564800000e+02 1.422179521e-10 4.504226078e-11
7.566000000e+02 1.421714934e-10 4.503304355e-11
7.567200000e+02 1.421250611e-10 4.502385603e-11
7.568400000e+02 1.420786499e-10 4.501464732e-11
7.569600000e+02 1.420322413e-10 4.500543612e-11
7.570800000e+02 1.419858589e-10 4.499625461e-11
7.572000000e+02 1.419394977e-10 4.498705193e-11
7.573200000e+02 1.418931816e-10 4.497786025e-11
7.574400000e+02 1.418468067e-10 4.496867129e-11
7.575600000e+02 1.418005380e-10 4.495948813e-11
7.576800000e+02 1.417542106e-10 4.495030769e-11
7.578000000e+02 1.417079469e-10 4.494111958e-11
7.579200000e+02 1.416617095e-10 4.493196115e-11
7.580400000e+02 1.416154746e-10 4.492280023e-11
7.581600000e+02 1.415692608e-10 4.491361818e-11
7.582800000e+02 1.415230309e-10 4.490445231e-11
7.584000000e+02 1.414768646e-10 4.489527881e-11
7.585200000e+02 1.414307246e-10 4.488613496e-11
7.586400000e+02 1.413845446e-10 4.487697515e-11
7.587600000e+02 1.413384096e-10 4.486782635e-11
7.588800000e+02 1.412923383e-10 4.485866996e-11
7.590000000e+02 1.412462507e-10 4.484952971e-11
7.591200000e+02 1.412001657e-10 4.484038699e-11
7.592400000e+02 1.411540831e-10 4.483124180e-11
7.593600000e+02 1.401492106e-10 4.476438167e-11
7.594800000e+02 1.401036971e-10 4.475528349e-11
7.596000000e+02 1.400581436e-10 4.474616932e-11
7.597200000e+02 1.400126350e-10 4.473706626e-11
7.598400000e+02 1.399671713e-10 4.472797434e-11
7.599600000e+02 1.399216676e-10 4.471886642e-11
7.600800000e+02 1.398762512e-10 4.470978319e-11
7.602000000e+02 1.398307947e-10 4.470068397e-11
7.603200000e+02 1.397853832e-10 4.469159588e-11
7.604400000e+02 1.397399741e-10 4.468250536e-11
7.605600000e+02 1.396946099e-10 4.467342598e-11
7.606800000e+02 1.396492481e-10 4.466434418e-11
7.608000000e+02 1.396038702e-10 4.465527837e-11
7.609200000e+02 1.395585557e-10 4.464620528e-11
7.610400000e+02 1.395132436e-10 4.463712976e-11
7.611600000e+02 1.394679340e-10 4.462805182e-11
7.612800000e+02 1.394226692e-10 4.461898503e-11
7.614000000e+02 1.393773884e-10 4.460993422e-11
7.615200000e+02 1.393321709e-10 4.460087616e-11
7.616400000e+02 1.392869374e-10 4.459183407e-11
7.617600000e+02 1.392417247e-10 4.458277116e-11
7.618800000e+02 1.391965385e-10 4.457373780e-11
7.620000000e+02 1.391513731e-10 4.456468364e-11
7.621200000e+02 1.391062101e-10 4.455562706e-11
7.622400000e+02 1.390610736e-10 4.454660001e-11
7.623600000e+02 1.390159396e-10 4.453757053e-11
7.624800000e+02 1.389708263e-10 4.452852028e-11
7.626000000e+02 1.389257394e-10 4.451949955e-11
7.627200000e+02 1.388807158e-10 4.451047165e-11
7.628400000e+02 1.388356338e-10 4.450144607e-11
7.629600000e+02 1.387905967e-10 4.449243167e-11
7.630800000e+02 1.387455803e-10 4.448339653e-11
7.632000000e+02 1.387005904e-10 4.447439089e-11
7.633200000e+02 1.386556030e-10 4.446538284e-11
7.634400000e+02 1.386106786e-10 4.445636766e-11
7.635600000e+02 1.385656960e-10 4.444735477e-11
7.636800000e+02 1.385208006e-10 4.443836667e-11
